අධ්යක්ෂණය	කරන	ලද්දේ	117
අධ්යක්ෂණය	කරන	ලදී	164
අධ්යක්ෂණය	කරන	ලෙස	4
අධ්යක්ෂණය	කරන	විට	4
අනුමාන	සඳහා	පරීක්ෂණය	6463
අනුමාන	සඳහා	ප්රශ්නය	49
අනුමාන	සඳහා	ප්රසිද්ධය	1
අනුව	අපට	උපකල්පනය	2055
අනුව	අපට	එය	8
අනුව	අපට	දැන්	3
අනුව	අපට	නිගමනය	107
අනුව	අපට	මෙම	4
අනුව	අපට	විරැකියා	3
අනුව	විස්තර	කරන්න	3
අනුව	විස්තර	කරන්නේ	2067
අනුව	විස්තර	කළ	1
අනුව	විස්තර	කළේයජාතිය	1
අනුව	විස්තර	කිරීම	2
අනුව	විස්තර	වෙනස්	1
අපට	උපකල්පනය	අවසන්	148
අපට	උපකල්පනය	ඇතුළත්	6
අපට	උපකල්පනය	කළ	69
අපට	උපකල්පනය	නිගමනය	2314
අපට	උපකල්පනය	පිටත	7
අපට	උපකල්පනය	මල්ලව	6
අපට	නිගමනය	කළ	24861
අපට	නිගමනය	කිරීමට	2
අපට	නිගමනය	පමණක්	1
අපට	නිගමනය	පිළිගත	1
අපට	පවසන්නේ	ඇය	12
අපට	පවසන්නේ	එය	9
අපට	පවසන්නේ	ඔවුන්	20
අපට	පවසන්නේ	ඔහු	16
අපට	පවසන්නේ	කුමක්ද	2809
අපට	පවසන්නේ	යනු	10
අපයෝජනය	වාර්තා	කරන්න	1837
අපයෝජනය	වාර්තා	කළේ	1
අපයෝජනය	වාර්තා	කළේය	1
අපයෝජනය	වාර්තා	කිරීම	2
අපයෝජනය	වාර්තා	කිරීමට	4
අපයෝජනය	වාර්තා	වන	1
අප්රේල්	වන	අඟහරුවාදා	57
අප්රේල්	වන	ඉරිදා	12
අප්රේල්	වන	දින	1823
අප්රේල්	වන	දිනට	11
අප්රේල්	වන	විට	117
අප්රේල්	වන	සඳුදා	14
අපි	එය	උත්සාහ	58
අපි	එය	ක්රමයෙන්	94
අපි	එය	ක්රමානුකූලව	131
අපි	එය	නැවත	66
අපි	එය	සමඟ	56
අපි	එය	සෙමින්	9963
අපි	මෙය	කරන්නේ	34
අපි	මෙය	කළ	12
අපි	මෙය	ක්රමයෙන්	1248
අපි	මෙය	ක්රමානුකූලව	372
අපි	මෙය	නැවත	16
අපි	මෙය	නිවැරදි	9
අවදානමට	ලක්විය	යුතු	5
අවදානමට	ලක්විය	හැක්කේ	6
අවදානමට	ලක්විය	හැකි	1054
අවදානමට	ලක්විය	හැකිද	11
අවදානමට	ලක්විය	හැකිදැයි	4
අවදානමට	ලක්විය	හැකිය	33
අවධානය	යොමු	කර	1503
අවධානය	යොමු	කරන	1808
අවධානය	යොමු	කරයි	1429
අවධානය	යොමු	කළ	1610
අවධානය	යොමු	කිරීම	1251
අවධානය	යොමු	කිරීමට	1722
අවධානය	වෙනතකට	ඇද	1
අවධානය	වෙනතකට	යොමු	1699
අවධානය	වෙනතකට	යොමුකිරීම්	1
අවධානය	වෙනතකට	යොමුකිරීම්වලින්	3
අවධානය	වෙනතකට	හැරවීම	3
අවධානය	වෙනතකට	හැරේ	1
අවම	කිරීම	අරමුණු	36
අවම	කිරීම	කෙරෙහි	17
අවම	කිරීම	මගින්	31
අවම	කිරීම	සඳහා	1293
අවම	කිරීම	සහ	202
අවම	කිරීම	හෝ	16
අවම	වශයෙන්	එක්	1247
අවම	වශයෙන්	ඩොලර්	433
අවම	වශයෙන්	තවත්	351
අවම	වශයෙන්	පුද්ගලයන්	287
අවම	වශයෙන්	පුද්ගලයින්	860
අවම	වශයෙන්	වසර	544
අවශ්ය	වන	අතර	2237
අවශ්ය	වන	කාර්යයන්	71
අවශ්ය	වන	පරිදි	80
අවශ්ය	වන	බව	72
අවශ්ය	වන	බැවින්	174
අවශ්ය	වන	බැවිනි	59
අවශ්ය	වනු	ඇත	3321
අවශ්ය	වනු	ඇත්තේ	14
අවශ්ය	වනු	ඇතැයි	266
අවශ්ය	වනු	ඇති	450
අවශ්ය	වනු	ඇතිවා	1
අවශ්ය	වනු	නිසැකය	1
අවශ්ය	විය	ඔහු	227
අවශ්ය	විය	නමුත්	305
අවශ්ය	විය	මම	189
අවශ්ය	විය	හැක	352
අවශ්ය	විය	හැකි	708
අවශ්ය	විය	හැකිය	1726
අවශ්ය	වූ	අතර	978
අවශ්ය	වූ	නමුත්	401
අවශ්ය	වූ	නිසා	302
අවශ්ය	වූ	බව	204
අවශ්ය	වූ	බැවිනි	154
අවශ්ය	වූ	විට	1197
අවසන්	වන	අතර	206
අවසන්	වන	තුරු	450
අවසන්	වන	තෙක්	422
අවසන්	වන	බව	132
අවසන්	වන	බැවින්	47
අවසන්	වන	විට	1711
අවසන්	වූ	අතර	589
අවසන්	වූ	නමුත්	90
අවසන්	වූ	පසු	1400
අවසන්	වූ	බව	201
අවසන්	වූ	වහාම	133
අවසන්	වූ	විට	691
අවස්ථා	කිහිපයක්	ඇති	16
අවස්ථා	කිහිපයක්	තිබූ	11
අවස්ථා	කිහිපයක්	තිබේ	43
අවස්ථා	කිහිපයක්	මෙන්න	18
අවස්ථා	කිහිපයක්	ලබා	28
අවස්ථා	කිහිපයක්	ලියන්න	1064
අවස්ථා	වල	දෛනික	3
අවස්ථා	වල	වැඩිදියුණු	2
අවස්ථා	වල	සම්පූර්ණ	2
අවස්ථා	වල	සාරාංශයක්	1055
අවස්ථා	වල	සිටිති	2
අවස්ථා	වල	සිටින	2
අවස්ථා	සාරාංශ	කරන	2
අවස්ථා	සාරාංශ	කරන්න	1066
අවසානයේ	ඇති	ප්රශ්නයට	15
අවසානයේ	ඇති	ප්රශ්නවලට	26
අවසානයේ	ඇති	බිංදු	3
අවසානයේ	ඇති	විකල්ප	3086
අවසානයේ	ඇති	විය	4
අවසානයේ	ඇති	වූ	10
අවුරුදු	ට	අඩු	1088
අවුරුදු	ට	ආසන්න	24
අවුරුදු	ට	පෙර	104
අවුරුදු	ට	වඩා	61
අවුරුදු	ට	වැඩි	463
අවුරුදු	ට	ළඟා	20
අසන්නේ	එකම	දෙයද	1342
අසන්නේ	එකම	දෙයයි	1
අසල	වාඩි	විය	34
අසල	වාඩි	වී	1098
අසල	වාඩි	වීමට	21
අසල	වාඩි	වුණෙමු	3
අසල	වාඩි	වූ	21
අසල	වාඩි	වේ	3
අහන්නේ	එකම	දේද	1343
අහන්නේ	එකම	ප්රශ්නයයි	1
ආරක්ෂා	කිරීම	අරමුණු	51
ආරක්ෂා	කිරීම	ගැන	68
ආරක්ෂා	කිරීම	පිළිබඳ	45
ආරක්ෂා	කිරීම	සඳහා	1993
ආරක්ෂා	කිරීම	සම්බන්ධයෙන්	55
ආරක්ෂා	කිරීම	සහ	314
ආරම්භ	කරන	බව	316
ආරම්භ	කරන	ලද	2039
ආරම්භ	කරන	ලද්දේ	214
ආරම්භ	කරන	ලදී	1116
ආරම්භ	කරන	ලෙස	224
ආරම්භ	කරන	විට	926
ආරම්භ	කළ	අතර	1106
ආරම්භ	කළ	බව	209
ආරම්භ	කළ	යුතු	206
ආරම්භ	කළ	යුතුය	196
ආරම්භ	කළ	හැකි	257
ආරම්භ	කළ	හැකිය	285
ආරම්භ	වූ	අතර	1156
ආරම්භ	වූ	දා	411
ආරම්භ	වූ	නමුත්	175
ආරම්භ	වූ	පසු	183
ආරම්භ	වූ	බව	190
ආරම්භ	වූ	විට	350
ඇත	ඔහු	තම	158
ඇත	ඔහු	තවදුරටත්	196
ඇත	ඔහු	පවසයි	200
ඇත	ඔහු	පැවසීය	1230
ඇත	ඔහු	පැවසුවේ	111
ඇත	ඔහු	සහ	96
ඇත	කෙසේ	දැයි	2
ඇත	කෙසේ	නමුත්	9
ඇත	කෙසේ	වුවත්	3
ඇත	කෙසේ	වුවද	5
ඇත	කෙසේ	වෙතත්	1820
ඇත	කෙසේ	හෝ	21
ඇත	නමුත්	එය	1801
ඇත	නමුත්	ඔබ	345
ඇත	නමුත්	ඔවුන්	520
ඇත	නමුත්	ඔහු	676
ඇත	නමුත්	මම	551
ඇත	නමුත්	මෙම	393
ඇත	යන	උපකල්පනය	1094
ඇත	යන	උපකල්පනයයි	40
ඇත	යන	පදනම	33
ඇත	යන	ප්රකාශය	27
ඇත	යන	වාක්ය	62
ඇත	යන	වාක්යය	247
ඇත්ත	වශයෙන්ම	එය	1209
ඇත්ත	වශයෙන්ම	ඔබ	324
ඇත්ත	වශයෙන්ම	ඔවුන්	413
ඇත්ත	වශයෙන්ම	ඔහු	508
ඇත්ත	වශයෙන්ම	මම	623
ඇත්ත	වශයෙන්ම	මෙම	435
ඇත්තද	විකල්ප	බලන්න	2339
ඇතැයි	අපේක්ෂා	කරන	1267
ඇතැයි	අපේක්ෂා	කරන්න	81
ඇතැයි	අපේක්ෂා	කරයි	351
ඇතැයි	අපේක්ෂා	කළ	333
ඇතැයි	අපේක්ෂා	කිරීම	68
ඇතැයි	අපේක්ෂා	කෙරේ	2203
ඇතැයි	මම	අපේක්ෂා	193
ඇතැයි	මම	නොසිතමි	495
ඇතැයි	මම	බලාපොරොත්තු	1798
ඇතැයි	මම	විශ්වාස	397
ඇතැයි	මම	සැක	189
ඇතැයි	මම	සිතමි	1089
ඇති	අතර	එමඟින්	1197
ඇති	අතර	එය	8504
ඇති	අතර	එහි	1546
ඇති	අතර	ඒවා	1184
ඇති	අතර	ඔවුන්	1729
ඇති	අතර	ඔහු	1908
ඇති	කර	ඇත	490
ඇති	කර	ඇති	809
ඇති	කර	ගත්	639
ඇති	කර	ගැනීම	530
ඇති	කර	ගැනීමට	1343
ඇති	කර	තිබේ	382
ඇති	කළ	අතර	491
ඇති	කළ	බව	167
ඇති	කළ	බවයි	106
ඇති	කළ	හැක	120
ඇති	කළ	හැකි	1980
ඇති	කළ	හැකිය	1665
ඇති	ට්වීට්	එක	3
ඇති	ට්වීට්	එකකට	2
ඇති	ට්වීට්	එකක්	5931
ඇති	ට්වීට්	විශ්ලේෂණය	2
ඇති	ට්වීට්	සඳහා	2
ඇති	ට්වීට්	ස්පෑම්	2
ඇති	බව	ඔහු	1916
ඇති	බව	පෙනේ	3663
ඇති	බව	මට	1119
ඇති	බව	මම	1444
ඇති	බව	වාර්තා	1495
ඇති	බව	සොයා	1219
ඇති	විකල්ප	අතරින්	10
ඇති	විකල්ප	බලන්න	818
ඇති	විකල්ප	මොනවාද	13
ඇති	විකල්ප	මොනවාදැයි	3
ඇති	විකල්ප	වලින්	1837
ඇති	විකල්ප	සටහන්	454
ඇති	විය	එය	113
ඇති	විය	ඔහු	92
ඇති	විය	නමුත්	133
ඇති	විය	හැක	1057
ඇති	විය	හැකි	2739
ඇති	විය	හැකිය	296
ඇති	වූ	අතර	1145
ඇති	වූ	ගැටුමකින්	188
ඇති	වූ	නමුත්	173
ඇති	වූ	බව	6971
ඇති	වූ	බවයි	232
ඇති	වූ	විට	652
ඇතුළත්	වන	අතර	1268
ඇතුළත්	වන	පරිදි	37
ඇතුළත්	වන	බව	182
ඇතුළත්	වන	බවයි	63
ඇතුළත්	වන	බැවින්	49
ඇතුළත්	වන	විට	41
ඇතුළත්	විය	එය	108
ඇතුළත්	විය	ඔහු	150
ඇතුළත්	විය	යුතුය	206
ඇතුළත්	විය	හැක	266
ඇතුළත්	විය	හැකි	234
ඇතුළත්	විය	හැකිය	1216
ඇතුළත්	වේද	නැතහොත්	4
ඇතුළත්	වේද	නිසැකවම	1
ඇතුළත්	වේද	යන්න	2459
ඇතුළත්	වේද	යන්නයි	2
ඇතුළත්	වේද	වැනි	1
ඇතුළත්	වේද	සහ	2
ඇදහිය	නොහැකි	තරම්	2038
ඇදහිය	නොහැකි	තරම්ය	133
ඇදහිය	නොහැකි	දෙයක්	72
ඇදහිය	නොහැකි	ය	151
ඇදහිය	නොහැකි	ලෙස	151
ඇදහිය	නොහැකි	විය	88
ඇඳුමකින්	සැරසී	සිටි	120
ඇඳුමකින්	සැරසී	සිටින	1251
ඇඳුමකින්	සැරසී	සිටිනු	16
ඇඳුමකින්	සැරසී	සිටියාය	52
ඇඳුමකින්	සැරසී	සිටියේය	36
ඇඳුමකින්	සැරසී	සිටී	169
ඇමරිකා	එක්සත්	ජනපද	20
ඇමරිකා	එක්සත්	ජනපදය	672
ඇමරිකා	එක්සත්	ජනපදයට	133
ඇමරිකා	එක්සත්	ජනපදයයි	21
ඇමරිකා	එක්සත්	ජනපදයෙන්	24
ඇමරිකා	එක්සත්	ජනපදයේ	1190
ඉතා	කෙටි	කාලයක්	61
ඉතා	කෙටි	ය	26
ඉතා	කෙටි	වන	16
ඉතා	කෙටි	විය	21
ඉතා	කෙටි	වූ	17
ඉතා	කෙටි	සාරාංශය	7557
ඉතා	වැදගත්	බව	180
ඉතා	වැදගත්	බවයි	101
ඉතා	වැදගත්	ය	76
ඉතා	වැදගත්	වන	188
ඉතා	වැදගත්	වන්නේ	88
ඉතා	වැදගත්	වේ	1111
ඉදිරිපත්	කරන	අතර	151
ඉදිරිපත්	කරන	බව	232
ඉදිරිපත්	කරන	ලද	1591
ඉදිරිපත්	කරන	ලදී	805
ඉදිරිපත්	කරන	ලෙස	234
ඉදිරිපත්	කරන	විට	248
ඉල්ලා	සිටි	අතර	1267
ඉල්ලා	සිටි	නමුත්	228
ඉල්ලා	සිටි	බව	526
ඉල්ලා	සිටි	බවත්	126
ඉල්ලා	සිටි	බවයි	306
ඉල්ලා	සිටි	විට	438
ඉවත්	කර	ඇත	1296
ඉවත්	කර	ඇති	1056
ඉවත්	කර	එය	133
ඉවත්	කර	ගන්නා	169
ඉවත්	කර	ගැනීම	259
ඉවත්	කර	ගැනීමට	341
ඉවත්	කරන	බව	191
ඉවත්	කරන	බවයි	138
ඉවත්	කරන	ලද	885
ඉවත්	කරන	ලදී	1401
ඉවත්	කරන	ලෙස	648
ඉවත්	කරන	විට	169
ඉවත්	කිරීම	ගැන	149
ඉවත්	කිරීම	ප්රතික්ෂේප	64
ඉවත්	කිරීම	සඳහා	1093
ඉවත්	කිරීම	සම්බන්ධයෙන්	95
ඉවත්	කිරීම	සහ	340
ඉවත්	කිරීම	හෝ	86
ඉහත	ඡේදයේ	ඇති	46
ඉහත	ඡේදයේ	උද්ධෘත	1
ඉහත	ඡේදයේ	කතුවරයාගේ	1
ඉහත	ඡේදයේ	කෙටි	7564
ඉහත	ඡේදයේ	ලේඛකයා	1
ඉහත	ඡේදයේ	සාක්ෂි	40
ඉහත	ප්රකාශය	ඉතා	2
ඉහත	ප්රකාශය	කිරීම	2
ඉහත	ප්රකාශය	ප්ලාස්ටික්	1
ඉහත	ප්රකාශය	පාර්ලිමේන්තු	2
ඉහත	ප්රකාශය	සත්ය	2
ඉහත	ප්රකාශය	සත්යද	1419
ඉහත	ප්රශ්නයට	පිළිතුරු	1799
ඉහත	පාඨයේ	ඉතා	7557
ඉහත	පාඨයේ	තොරතුරු	1
ඉහත	ලිපියේ	අන්තර්ගතය	459
ඉහත	ලිපියේ	උපුටා	4
ඉහත	ලිපියේ	එක්	168
ඉහත	ලිපියේ	කෙටි	3780
ඉහත	ලිපියේ	පැහැදිලි	1
ඉහත	ලිපියේ	සාරාංශය	740
ඉහත	සඳහන්	කර	17
ඉහත	සඳහන්	කරන	18
ඉහත	සඳහන්	කරුණු	10
ඉහත	සඳහන්	කළ	7791
ඉහත	සඳහන්	කළේ	5
ඉහත	සඳහන්	සංග්රහයේ	5
ඉහත	හිමිකම්	පෑම	1437
ඉහළ	ගොස්	ඇත	1151
ඉහළ	ගොස්	ඇතත්	25
ඉහළ	ගොස්	ඇති	1693
ඉහළ	ගොස්	ක්	36
ඉහළ	ගොස්	ඩොලර්	26
ඉහළ	ගොස්	තිබේ	200
ඊට	අඩුවෙන්	ඒ	48
ඊට	අඩුවෙන්	කෙටි	7552
ඊට	අඩුවෙන්	තීරණය	6
ඊට	අඩුවෙන්	පැහැදිලි	7
ඊට	අඩුවෙන්	ලබා	4
ඊට	අඩුවෙන්	සාරාංශ	13
උත්තර	එක	සමාන	1310
උත්තරය	නම්	කරන්න	1
උත්තරය	නම්	කියන්න	14632
උත්තරය	නම්	කිසිම	2
උත්තරය	නම්	පරාජිත	1
උත්තරය	නම්	වාසියි	1
උත්තරය	නම්	සිතීමට	1
උත්සාහ	කරන	අතර	521
උත්සාහ	කරන	බව	839
උත්සාහ	කරන	බවට	287
උත්සාහ	කරන	බවයි	571
උත්සාහ	කරන	බැවින්	301
උත්සාහ	කරන	විට	1652
උත්සාහ	කළ	අතර	851
උත්සාහ	කළ	නමුත්	1409
උත්සාහ	කළ	බව	493
උත්සාහ	කළ	විට	337
උත්සාහ	කළ	හැකි	302
උත්සාහ	කළ	හැකිය	597
උද්දීපන	භාවිතා	කරන්න	1072
උදාහරණයක්	කුමක්	විය	1172
උදාහරණයක්	යනු	කුමක්ද	5931
උදාහරණයක්	යනු	දී	2
උදාහරණයක්	යනු	සඳහා	1
උපකල්පනය	අපට	අවසන්	6
උපකල්පනය	අපට	නිගමනය	4659
උපකල්පනය	අපට	මෙහි	2
උපකල්පනය	අපට	ලියුම්	2
උපකල්පනය	අපට	විවිධත්වය	2
උපකල්පනය	අපට	හොඳම	2
උපකල්පනය	ඇතුළත්	වන්නේ	2
උපකල්පනය	ඇතුළත්	වන්නේද	11
උපකල්පනය	ඇතුළත්	විය	1
උපකල්පනය	ඇතුළත්	වීමේ	2
උපකල්පනය	ඇතුළත්	වේ	32
උපකල්පනය	ඇතුළත්	වේද	2060
උපකල්පනය	උපකල්පනය	මගින්	6598
උපකල්පනය	උපකල්පනයට	ඇතුළත්	2871
උපකල්පනය	උපකල්පනයට	ඇතුළත්ද	16110
උපකල්පනය	නිගමනය	කරන්න	2
උපකල්පනය	නිගමනය	කරන්නේ	1
උපකල්පනය	නිගමනය	කරමු	1
උපකල්පනය	නිගමනය	කළ	4575
උපකල්පනය	මගින්	ඇති	6598
උපකල්පනය	මගින්	කතුවරුන්	1
උපකල්පනය	මගින්	ජනනය	1
උපකල්පනය	මගින්	ප්රතිලාභ	2
උපකල්පනය	මගින්	පිළිතුරු	1
උපකල්පනය	මත	ඉදිරියට	3
උපකල්පනය	මත	පදනම්	9
උපකල්පනය	මත	පදනම්ව	11143
උපකල්පනය	මත	ය	11
උපකල්පනය	මත	වන	2
උපකල්පනය	මත	වැඩ	2
උපකල්පනය	සත්ය	ද	7
උපකල්පනය	සත්ය	දැයි	2655
උපකල්පනය	සත්ය	නම්	4436
උපකල්පනය	සත්ය	බව	2133
උපකල්පනය	සත්ය	යැයි	12
උපකල්පනය	සත්ය	විකල්ප	7
උපකල්පනයට	ඇතුළත්	වන්නේ	13
උපකල්පනයට	ඇතුළත්	වන්නේද	164
උපකල්පනයට	ඇතුළත්	වේද	2979
උපකල්පනයද	එසේ	යැයි	2866
උපකාර	කිරීම	අරමුණු	52
උපකාර	කිරීම	ගැන	54
උපකාර	කිරීම	සඳහා	3300
උපකාර	කිරීම	සඳහාය	33
උපකාර	කිරීම	සම්බන්ධයෙන්	57
උපකාර	කිරීම	සහ	72
එක	සමාන	නම්	1357
එක	සමාන	නොවේ	12
එක	සමාන	ලෙස	7
එක	සමාන	විය	6
එක	සමාන	වෙයිද	1310
එක	සමාන	වේ	6
එක	හා	කළ	4
එක	හා	සමාන	1468
එක	හා	සමානද	4
එක	හා	සමානයි	164
එක	හා	සමානව	258
එක	හා	සසඳන්නේ	8
එකක	උදාහරණයක්	කුමක්ද	2
එකක	උදාහරණයක්	නම්	2
එකක	උදාහරණයක්	මෙන්න	2
එකක	උදාහරණයක්	යනු	5918
එකක	උදාහරණයක්	සපයන්න	1
එකක	උදාහරණයක්	සොයන්න	1
එකක්	ජනනය	කරන	2
එකක්	ජනනය	කරන්න	6038
එකක්	ජනනය	කරනු	1
එකක්	ජනනය	කළ	1
එකක්	ජනනය	කළේය	1
එකක්	ජනනය	කිරීමට	2
එකක්	ලියන්න	එනම්	869
එකක්	ලියන්න	ඒ	67
එකක්	ලියන්න	ට්වීට්	134
එකක්	ලියන්න	විය	2312
එකක්	ලියන්න	සමාලෝචනය	35
එකක්	ලියන්න	හැකි	128
එකක්	වන	අතර	1172
එකක්	වන	නමුත්	38
එකක්	වන	බැවින්	34
එකක්	වන	මෙම	25
එකක්	වන	සහ	20
එකක්	වන	හි	121
එකක්	හෝ	කිහිපයක්	189
එකක්	හෝ	දෙකක	3661
එකක්	හෝ	දෙකක්	374
එකක්	හෝ	දෙකම	23
එකක්	හෝ	වැඩි	43
එකක්	හෝ	වෙනත්	53
එකතු	කරන	අතර	116
එකතු	කරන	බව	62
එකතු	කරන	ලද	1093
එකතු	කරන	ලදී	429
එකතු	කරන	ලෙස	51
එකතු	කරන	විට	145
එකම	අර්ථයක්	ඇත	4
එකම	අර්ථයක්	ඇති	8
එකම	අර්ථයක්	ගෙන	15
එකම	අර්ථයක්	තිබේද	2733
එකම	අර්ථයක්	තිබේදැයි	178
එකම	අර්ථයක්	ද	171
එකම	තොරතුරු	කැලරි	3
එකම	තොරතුරු	ගැන	1356
එකම	තොරතුරු	නම්	3
එකම	තොරතුරු	භාවිතා	2
එකම	තොරතුරු	ලබා	185
එකම	තොරතුරු	වෙත	3
එක්	වාක්යයකින්	පහත	362
එක්	වාක්යයකින්	පැහැදිලි	5
එක්	වාක්යයකින්	ලියන්න	4
එක්	වාක්යයකින්	විස්තර	9
එක්	වාක්යයකින්	සතුන්	3
එක්	වාක්යයකින්	සාරාංශ	1148
එක්සත්	ජනපද	ජනාධිපති	1448
එක්සත්	ජනපද	තානාපති	750
එක්සත්	ජනපද	රාජ්ය	965
එක්සත්	ජනපද	සංගණනය	778
එක්සත්	ජනපද	සෙනෙට්	904
එක්සත්	ජනපද	හමුදා	1579
එක්සත්	ජනපදය	පදනම්	258
එක්සත්	ජනපදය	ප්රමුඛ	356
එක්සත්	ජනපදය	පුරා	500
එක්සත්	ජනපදය	විසින්	747
එක්සත්	ජනපදය	සමඟ	619
එක්සත්	ජනපදය	සහ	1418
එක්සත්	ජාතීන්ගේ	ආරක්ෂක	757
එක්සත්	ජාතීන්ගේ	මහලේකම්	337
එක්සත්	ජාතීන්ගේ	මානව	350
එක්සත්	ජාතීන්ගේ	සංවිධානය	1049
එක්සත්	ජාතීන්ගේ	සංවිධානයට	285
එක්සත්	ජාතීන්ගේ	සංවිධානයේ	278
එකෙහි	හැගීම	කුමක්ද	5923
එකේ	හැඟීම	කුමක්ද	5940
එකේ	හැඟීම	ධනාත්මකයි	2
එම	ප්රශ්නවලට	එකම	1338
එම	ප්රශ්නවලට	ප්රවේශ	2
එම	ප්රශ්නවලට	පිළිතුරු	25
එම	ප්රශ්නවලට	සහ	2
එම	ප්රශ්නවලට	ස්ථිර	2
එම	ප්රශ්නවලට	හොඳින්	1
එය	අනුගමනය	කරන	57
එය	අනුගමනය	කරන්නේ	2145
එය	අනුගමනය	කරයි	62
එය	අනුගමනය	කළ	60
එය	අනුගමනය	කළේය	58
එය	අනුගමනය	කිරීමට	83
එය	ඇත්ත	නම්	2
එය	ඇත්ත	නොවේ	5
එය	ඇත්ත	වශයෙන්ම	1075
එය	ඇත්ත	සාධාරණ	1
එය	ඇත්ත	හාහා	1
එය	ඇත්ත	හෝ	1
එය	පැවසිය	නොහැක	88225
එය	පැවසිය	නොහැකි	357
එය	පැවසිය	යුතු	11
එය	පැවසිය	යුතුය	9
එය	පැවසිය	හැකි	12
එය	පැවසිය	හැකිය	17
එය	බොහෝ	කලකට	60
එය	බොහෝ	කාලයක්	100
එය	බොහෝ	දුරට	740
එය	බොහෝ	දෙනෙකුට	71
එය	බොහෝ	දේ	162
එය	බොහෝ	විට	1521
එය	මානව	ඉතිහාසය	4
එය	මානව	ඉතිහාසයේ	6
එය	මානව	වර්ගයා	6
එය	මානව	වර්ගයාගේ	5
එය	මානව	සාමාන්ය	1437
එය	මානව	හිමිකම්	26
එය	සෙමින්	ගන්න	6
එය	සෙමින්	චලනය	5
එය	සෙමින්	විසඳමු	1996
එය	සෙමින්	විසඳා	7970
එය	සෙමින්	වෙනස්	3
එය	සෙමින්	හා	4
එයට	පිළිතුරු	දිය	1486
එයට	පිළිතුරු	දීමට	19
එයට	පිළිතුරු	දුන්	8
එයට	පිළිතුරු	දුන්නේ	7
එයට	පිළිතුරු	දෙන්න	486
එයට	පිළිතුරු	දෙමින්	16
එයින්	අදහස්	කරන්නේ	5819
එයින්	අදහස්	කළ	31
එයින්	අදහස්	කළේ	365
එයින්	අදහස්	නොවේ	290
එයින්	අදහස්	වන්නේ	2539
එයින්	අදහස්	විය	30
එරෙහිව	සටන්	කරන	575
එරෙහිව	සටන්	කරයි	154
එරෙහිව	සටන්	කළ	234
එරෙහිව	සටන්	කිරීම	870
එරෙහිව	සටන්	කිරීමට	1485
එරෙහිව	සටන්	කිරීමේ	293
එල්ල	වී	ඇත	525
එල්ල	වී	ඇත්තේ	178
එල්ල	වී	ඇති	1043
එල්ල	වී	තිබෙන	75
එල්ල	වී	තිබේ	778
එල්ල	වී	නොමැත	65
එසේ	යැයි	උපකල්පනය	4
එසේ	යැයි	කියනු	3
එසේ	යැයි	කීම	4
එසේ	යැයි	නිගමනය	2866
එසේ	යැයි	මම	5
එසේ	යැයි	සිතූ	3
එසේනම්	ප්රශ්නය	කුමක්	1342
එසේනම්	ප්රශ්නය	වන්නේ	1
එසේනම්	ප්රශ්නය	වූයේ	1
එහි	ප්රතිඵලයක්	ගෙන	3
එහි	ප්රතිඵලයක්	ලෙස	2121
එහි	ප්රතිඵලයක්	ලෙසින්	15
එහි	ප්රතිඵලයක්	වන	2
